Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 6.560010 GHz
Sample Holder Length:, 9.700000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.300000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 03:02:12"
frequency(GHz),e',e'',u',u''
        11.7753,   3.9037,   0.1214,   1.0397,   0.0084
        11.7779,   3.9056,   0.1206,   1.0385,   0.0042
        11.7805,   3.9012,   0.1178,   1.0400,   0.0034
        11.7831,   3.8947,   0.1194,   1.0368,   0.0091
        11.7858,   3.9039,   0.1186,   1.0419,   0.0085
        11.7884,   3.8939,   0.1173,   1.0374,   0.0053
        11.7910,   3.8994,   0.1262,   1.0394,   0.0131
        11.7936,   3.9127,   0.1190,   1.0443,   0.0059
        11.7963,   3.8947,   0.1174,   1.0370,   0.0073
        11.7989,   3.8935,   0.1132,   1.0358,   0.0013
        11.8015,   3.8987,   0.1260,   1.0383,   0.0129
        11.8041,   3.8943,   0.1202,   1.0392,   0.0085
        11.8067,   3.8895,   0.1295,   1.0317,   0.0124
        11.8094,   3.8972,   0.1208,   1.0377,   0.0108
        11.8120,   3.8973,   0.1174,   1.0421,   0.0022
        11.8146,   3.8948,   0.1164,   1.0406,   0.0033
        11.8173,   3.8961,   0.1199,   1.0397,   0.0068
        11.8199,   3.8987,   0.1194,   1.0382,   0.0051
        11.8225,   3.9034,   0.1219,   1.0370,   0.0072
        11.8251,   3.8917,   0.1206,   1.0363,   0.0097
        11.8278,   3.8997,   0.1156,   1.0403,   0.0033
        11.8304,   3.9004,   0.1178,   1.0420,   0.0004
        11.8330,   3.9044,   0.1157,   1.0390,   0.0060
        11.8356,   3.8975,   0.1234,   1.0367,   0.0083
        11.8383,   3.9037,   0.1174,   1.0402,   0.0081
        11.8409,   3.9030,   0.1136,   1.0411,   0.0022
        11.8435,   3.8989,   0.1197,   1.0373,   0.0076
        11.8461,   3.9019,   0.1151,   1.0368,   0.0065
        11.8488,   3.9010,   0.1219,   1.0377,   0.0065
        11.8514,   3.8994,   0.1168,   1.0381,   0.0042
        11.8540,   3.8972,   0.1184,   1.0376,   0.0062
        11.8566,   3.9023,   0.1143,   1.0382,   0.0046
        11.8592,   3.8971,   0.1214,   1.0386,   0.0062
        11.8619,   3.8995,   0.1124,   1.0378,   0.0030
        11.8645,   3.8963,   0.1167,   1.0376,   0.0114
        11.8671,   3.8995,   0.1143,   1.0378,   0.0098
        11.8698,   3.9021,   0.1287,   1.0401,   0.0067
        11.8724,   3.8952,   0.1177,   1.0359,   0.0031
        11.8750,   3.8960,   0.1199,   1.0385,   0.0031
        11.8776,   3.8950,   0.1154,   1.0367,   0.0039
        11.8803,   3.8987,   0.1197,   1.0407,   0.0077
        11.8829,   3.9064,   0.1192,   1.0423,   0.0086
        11.8855,   3.9015,   0.1194,   1.0377,   0.0029
        11.8881,   3.9069,   0.1137,   1.0424,   0.0079
        11.8908,   3.8929,   0.1199,   1.0331,  -0.0020
        11.8934,   3.9044,   0.1186,   1.0353,   0.0041
        11.8960,   3.9003,   0.1225,   1.0390,   0.0122
        11.8986,   3.9014,   0.1116,   1.0412,  -0.0013
        11.9012,   3.8970,   0.1154,   1.0372,   0.0014
        11.9039,   3.8945,   0.1222,   1.0392,   0.0028
        11.9065,   3.8907,   0.1194,   1.0339,   0.0025
        11.9091,   3.8965,   0.1185,   1.0367,   0.0071
        11.9118,   3.9001,   0.1139,   1.0434,   0.0021
        11.9144,   3.8920,   0.1162,   1.0391,   0.0087
        11.9170,   3.9021,   0.1243,   1.0382,   0.0004
        11.9196,   3.9019,   0.1173,   1.0345,   0.0059
        11.9223,   3.8969,   0.1135,   1.0363,   0.0070
        11.9249,   3.8970,   0.1170,   1.0358,   0.0063
        11.9275,   3.9014,   0.1183,   1.0379,   0.0068
        11.9301,   3.8926,   0.1206,   1.0394,   0.0044
        11.9328,   3.8990,   0.1133,   1.0392,   0.0102
        11.9354,   3.9017,   0.1058,   1.0368,   0.0028
        11.9380,   3.8913,   0.1163,   1.0386,   0.0071
        11.9406,   3.8982,   0.1166,   1.0396,   0.0080
        11.9433,   3.8926,   0.1189,   1.0384,   0.0034
        11.9459,   3.8916,   0.1189,   1.0357,   0.0091
        11.9485,   3.8946,   0.1215,   1.0385,   0.0083
        11.9511,   3.9003,   0.1101,   1.0401,   0.0046
        11.9537,   3.8996,   0.1173,   1.0433,   0.0064
        11.9564,   3.8941,   0.1050,   1.0347,   0.0009
        11.9590,   3.8937,   0.1163,   1.0344,   0.0072
        11.9616,   3.9067,   0.1075,   1.0384,   0.0046
        11.9643,   3.9029,   0.1297,   1.0386,   0.0093
        11.9669,   3.8990,   0.1167,   1.0422,   0.0048
        11.9695,   3.8981,   0.1172,   1.0410,   0.0044
        11.9721,   3.8998,   0.1135,   1.0357,   0.0040
        11.9748,   3.8951,   0.1171,   1.0391,   0.0032
        11.9774,   3.8930,   0.1160,   1.0388,   0.0055
        11.9800,   3.9007,   0.1151,   1.0433,   0.0103
        11.9826,   3.9062,   0.1144,   1.0445,   0.0081
        11.9853,   3.8993,   0.1132,   1.0409,  -0.0001
        11.9879,   3.9047,   0.1155,   1.0489,   0.0041
        11.9905,   3.8943,   0.1226,   1.0404,   0.0058
        11.9931,   3.8946,   0.1237,   1.0324,   0.0060
        11.9957,   3.8986,   0.1198,   1.0424,   0.0069
        11.9984,   3.8975,   0.1140,   1.0423,   0.0026
        12.0010,   3.8950,   0.1155,   1.0375,   0.0037
        12.0036,   3.8966,   0.1222,   1.0456,   0.0076
        12.0063,   3.8983,   0.1209,   1.0391,   0.0033
        12.0089,   3.9024,   0.1230,   1.0371,   0.0036
        12.0115,   3.9004,   0.1209,   1.0398,   0.0076
        12.0141,   3.8973,   0.1154,   1.0405,   0.0067
        12.0168,   3.8993,   0.1186,   1.0397,   0.0052
        12.0194,   3.8962,   0.1278,   1.0378,   0.0068
        12.0220,   3.9032,   0.1113,   1.0391,   0.0048
        12.0246,   3.8920,   0.1173,   1.0401,   0.0075
        12.0273,   3.8937,   0.1199,   1.0364,   0.0069
        12.0299,   3.8929,   0.1150,   1.0389,   0.0057
        12.0325,   3.9007,   0.1184,   1.0398,   0.0078
        12.0351,   3.8930,   0.1104,   1.0398,   0.0053
        12.0378,   3.8968,   0.1108,   1.0396,   0.0051
        12.0404,   3.8954,   0.1183,   1.0398,   0.0058
        12.0430,   3.8960,   0.1107,   1.0469,   0.0006
        12.0456,   3.8988,   0.1070,   1.0444,   0.0038
        12.0482,   3.8934,   0.1152,   1.0367,   0.0024
        12.0509,   3.8965,   0.1129,   1.0422,   0.0078
        12.0535,   3.8989,   0.1209,   1.0404,   0.0032
        12.0561,   3.8960,   0.1122,   1.0421,   0.0051
        12.0588,   3.8916,   0.1086,   1.0393,   0.0000
        12.0614,   3.9005,   0.1118,   1.0415,   0.0020
        12.0640,   3.8989,   0.1130,   1.0412,   0.0035
        12.0666,   3.8950,   0.1142,   1.0488,   0.0087
        12.0693,   3.8937,   0.1154,   1.0447,   0.0069
        12.0719,   3.8979,   0.1194,   1.0358,   0.0096
        12.0745,   3.8974,   0.1129,   1.0394,   0.0081
        12.0771,   3.9016,   0.1170,   1.0352,   0.0043
        12.0798,   3.8963,   0.1162,   1.0426,   0.0070
        12.0824,   3.8974,   0.1201,   1.0400,   0.0027
        12.0850,   3.9012,   0.1201,   1.0382,   0.0026
        12.0876,   3.8952,   0.1160,   1.0430,   0.0072
        12.0902,   3.8946,   0.1142,   1.0391,   0.0108
        12.0929,   3.8985,   0.1152,   1.0420,   0.0074
        12.0955,   3.8960,   0.1142,   1.0364,   0.0069
        12.0981,   3.8971,   0.1165,   1.0420,   0.0077
        12.1008,   3.9005,   0.1200,   1.0415,   0.0016
        12.1034,   3.9046,   0.1192,   1.0425,   0.0052
        12.1060,   3.8918,   0.1240,   1.0429,   0.0062
        12.1086,   3.9034,   0.1140,   1.0429,   0.0098
        12.1113,   3.9047,   0.1201,   1.0435,   0.0082
        12.1139,   3.8949,   0.1182,   1.0409,   0.0099
        12.1165,   3.8918,   0.1170,   1.0406,   0.0085
        12.1191,   3.8870,   0.1278,   1.0379,   0.0070
        12.1218,   3.9010,   0.1154,   1.0389,   0.0071
        12.1244,   3.8946,   0.1173,   1.0371,   0.0064
        12.1270,   3.8949,   0.1172,   1.0387,   0.0095
        12.1296,   3.8900,   0.1208,   1.0390,   0.0092
        12.1323,   3.9003,   0.1225,   1.0429,   0.0067
        12.1349,   3.8981,   0.1212,   1.0402,   0.0083
        12.1375,   3.8955,   0.1139,   1.0385,   0.0021
        12.1401,   3.9008,   0.1250,   1.0418,   0.0108
        12.1427,   3.8943,   0.1218,   1.0355,   0.0081
        12.1454,   3.8998,   0.1179,   1.0412,   0.0085
        12.1480,   3.8986,   0.1202,   1.0396,   0.0029
        12.1506,   3.8989,   0.1212,   1.0411,   0.0076
        12.1533,   3.8994,   0.1143,   1.0436,   0.0046
        12.1559,   3.8987,   0.1135,   1.0407,   0.0057
        12.1585,   3.8982,   0.1161,   1.0363,   0.0079
        12.1611,   3.9003,   0.1204,   1.0428,   0.0047
        12.1638,   3.8969,   0.1156,   1.0390,   0.0066
        12.1664,   3.8971,   0.1220,   1.0413,   0.0044
        12.1690,   3.8905,   0.1165,   1.0426,   0.0108
        12.1716,   3.8960,   0.1209,   1.0399,   0.0055
        12.1743,   3.8999,   0.1238,   1.0428,  -0.0008
        12.1769,   3.8982,   0.1142,   1.0390,   0.0079
        12.1795,   3.8954,   0.1223,   1.0439,   0.0032
        12.1821,   3.8914,   0.1181,   1.0388,   0.0078
        12.1847,   3.8944,   0.1216,   1.0406,   0.0055
        12.1874,   3.8936,   0.1211,   1.0405,   0.0057
        12.1900,   3.8988,   0.1217,   1.0417,   0.0061
        12.1926,   3.8974,   0.1189,   1.0410,   0.0054
        12.1953,   3.8999,   0.1177,   1.0411,   0.0032
        12.1979,   3.8891,   0.1179,   1.0361,   0.0075
        12.2005,   3.9061,   0.1234,   1.0425,   0.0077
        12.2031,   3.8895,   0.1203,   1.0359,   0.0050
        12.2058,   3.9011,   0.1221,   1.0395,   0.0093
        12.2084,   3.8993,   0.1058,   1.0439,   0.0006
        12.2110,   3.8894,   0.1230,   1.0382,   0.0048
        12.2136,   3.8876,   0.1189,   1.0404,   0.0078
        12.2163,   3.8902,   0.1184,   1.0447,  -0.0028
        12.2189,   3.8998,   0.1141,   1.0405,   0.0054
        12.2215,   3.8973,   0.1157,   1.0466,   0.0054
        12.2241,   3.8913,   0.1139,   1.0379,   0.0092
        12.2267,   3.8887,   0.1145,   1.0384,   0.0021
        12.2294,   3.8963,   0.1271,   1.0406,   0.0034
        12.2320,   3.8928,   0.1119,   1.0411,   0.0096
        12.2346,   3.8957,   0.1124,   1.0476,   0.0011
        12.2373,   3.8974,   0.1157,   1.0468,  -0.0002
        12.2399,   3.8951,   0.1271,   1.0414,   0.0091
        12.2425,   3.8955,   0.1182,   1.0422,   0.0058
        12.2451,   3.8952,   0.1192,   1.0448,   0.0087
        12.2478,   3.8930,   0.1222,   1.0468,   0.0036
        12.2504,   3.8931,   0.1176,   1.0464,   0.0062
        12.2530,   3.8987,   0.1186,   1.0462,   0.0030
        12.2556,   3.8985,   0.1211,   1.0444,   0.0060
        12.2583,   3.8986,   0.1235,   1.0464,   0.0073
        12.2609,   3.8939,   0.1174,   1.0441,   0.0079
        12.2635,   3.8973,   0.1168,   1.0441,   0.0062
        12.2661,   3.8986,   0.1180,   1.0428,   0.0085
        12.2688,   3.9023,   0.1145,   1.0430,   0.0089
        12.2714,   3.9072,   0.1152,   1.0436,   0.0064
        12.2740,   3.9023,   0.1262,   1.0441,   0.0123
        12.2766,   3.9020,   0.1178,   1.0430,   0.0073
        12.2792,   3.8995,   0.1189,   1.0434,   0.0085
        12.2819,   3.8969,   0.1146,   1.0394,   0.0096
        12.2845,   3.8913,   0.1282,   1.0412,   0.0078
        12.2871,   3.9046,   0.1201,   1.0435,   0.0070
        12.2898,   3.8981,   0.1184,   1.0446,   0.0099
        12.2924,   3.8965,   0.1136,   1.0420,   0.0035
        12.2950,   3.9030,   0.1134,   1.0433,   0.0035
        12.2976,   3.8999,   0.1190,   1.0411,   0.0070
        12.3003,   3.9012,   0.1263,   1.0417,   0.0088
        12.3029,   3.9082,   0.1138,   1.0460,   0.0027
        12.3055,   3.9029,   0.1207,   1.0425,   0.0079
        12.3081,   3.8988,   0.1097,   1.0420,   0.0039
        12.3108,   3.8949,   0.1198,   1.0383,   0.0045
        12.3134,   3.9072,   0.1157,   1.0398,   0.0043
        12.3160,   3.9060,   0.1205,   1.0457,   0.0059
        12.3186,   3.9003,   0.1240,   1.0402,   0.0092
        12.3212,   3.8979,   0.1185,   1.0402,   0.0059
        12.3239,   3.8999,   0.1202,   1.0367,   0.0029
        12.3265,   3.9024,   0.1199,   1.0413,   0.0044
        12.3291,   3.9026,   0.1209,   1.0406,   0.0073
        12.3318,   3.9004,   0.1226,   1.0452,   0.0081
        12.3344,   3.8938,   0.1224,   1.0452,   0.0085
        12.3370,   3.9013,   0.1167,   1.0401,   0.0055
        12.3396,   3.9021,   0.1204,   1.0414,   0.0068
        12.3423,   3.9047,   0.1196,   1.0425,   0.0051
        12.3449,   3.8992,   0.1234,   1.0431,   0.0079
        12.3475,   3.8980,   0.1198,   1.0417,   0.0055
        12.3501,   3.9036,   0.1240,   1.0439,   0.0059
        12.3528,   3.9025,   0.1175,   1.0437,   0.0092
        12.3554,   3.8989,   0.1206,   1.0435,   0.0058
        12.3580,   3.9078,   0.1136,   1.0421,   0.0026
        12.3606,   3.9064,   0.1162,   1.0446,   0.0046
        12.3633,   3.8998,   0.1153,   1.0465,   0.0060
        12.3659,   3.8987,   0.1193,   1.0422,   0.0060
        12.3685,   3.8980,   0.1224,   1.0425,   0.0065
        12.3711,   3.8869,   0.1110,   1.0396,   0.0050
        12.3737,   3.9006,   0.1195,   1.0447,   0.0079
        12.3764,   3.8926,   0.1096,   1.0405,   0.0027
        12.3790,   3.9008,   0.1147,   1.0423,   0.0058
        12.3816,   3.8884,   0.1180,   1.0386,   0.0054
        12.3843,   3.8999,   0.1147,   1.0423,   0.0064
        12.3869,   3.9050,   0.1165,   1.0461,   0.0051
        12.3895,   3.8971,   0.1111,   1.0416,   0.0054
        12.3921,   3.8979,   0.1134,   1.0432,   0.0042
        12.3948,   3.9009,   0.1222,   1.0443,   0.0097
        12.3974,   3.9104,   0.1261,   1.0485,   0.0146
        12.4000,   3.9141,   0.1156,   1.0500,   0.0031

