Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.500000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.000000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 04:04:08"
frequency(GHz),e',e'',u',u''
        17.0935,   4.6278,   0.1612,   1.0036,   0.0011
        17.0970,   4.6298,   0.1653,   1.0013,   0.0031
        17.1005,   4.6339,   0.1567,   0.9954,  -0.0022
        17.1040,   4.6292,   0.1623,   0.9977,   0.0024
        17.1075,   4.6355,   0.1681,   0.9973,  -0.0031
        17.1110,   4.6206,   0.1612,   1.0000,  -0.0003
        17.1145,   4.6367,   0.1484,   0.9957,  -0.0033
        17.1180,   4.6543,   0.1466,   0.9992,  -0.0066
        17.1215,   4.6455,   0.1725,   0.9982,  -0.0051
        17.1250,   4.6128,   0.1919,   0.9954,   0.0014
        17.1285,   4.6288,   0.1437,   0.9992,  -0.0074
        17.1320,   4.6229,   0.1822,   1.0014,  -0.0047
        17.1355,   4.6071,   0.1781,   1.0002,  -0.0022
        17.1390,   4.6555,   0.1494,   1.0011,  -0.0044
        17.1425,   4.6387,   0.1929,   0.9993,  -0.0009
        17.1460,   4.6567,   0.1650,   1.0044,   0.0009
        17.1495,   4.6248,   0.1650,   1.0008,  -0.0007
        17.1530,   4.6120,   0.1716,   0.9959,  -0.0014
        17.1565,   4.6323,   0.1666,   0.9990,  -0.0014
        17.1600,   4.6235,   0.1632,   0.9999,   0.0012
        17.1635,   4.6595,   0.1758,   0.9981,   0.0046
        17.1670,   4.6207,   0.1607,   0.9989,  -0.0026
        17.1705,   4.6355,   0.1420,   1.0019,  -0.0015
        17.1740,   4.6311,   0.1690,   0.9967,  -0.0010
        17.1775,   4.6246,   0.1532,   1.0014,  -0.0017
        17.1810,   4.6328,   0.1785,   0.9966,   0.0015
        17.1845,   4.6284,   0.1642,   1.0011,   0.0011
        17.1880,   4.6361,   0.1478,   0.9976,  -0.0018
        17.1915,   4.6222,   0.1455,   0.9990,   0.0034
        17.1950,   4.6401,   0.1402,   0.9952,  -0.0013
        17.1985,   4.6373,   0.1573,   0.9969,   0.0005
        17.2020,   4.6376,   0.1365,   0.9950,  -0.0010
        17.2055,   4.6287,   0.1650,   0.9995,   0.0040
        17.2090,   4.6315,   0.1495,   1.0001,  -0.0007
        17.2125,   4.6280,   0.1550,   1.0002,   0.0040
        17.2160,   4.6331,   0.1679,   0.9995,   0.0032
        17.2195,   4.6352,   0.1503,   0.9916,  -0.0007
        17.2230,   4.6159,   0.1549,   0.9982,  -0.0009
        17.2265,   4.6508,   0.1734,   0.9999,   0.0027
        17.2300,   4.6219,   0.1571,   0.9936,   0.0019
        17.2335,   4.6373,   0.1549,   0.9980,   0.0006
        17.2370,   4.6487,   0.1462,   1.0076,  -0.0064
        17.2405,   4.6172,   0.1733,   0.9894,  -0.0013
        17.2440,   4.6249,   0.1610,   1.0000,   0.0016
        17.2475,   4.6276,   0.1661,   0.9996,   0.0001
        17.2510,   4.6270,   0.1688,   0.9932,   0.0023
        17.2545,   4.6447,   0.1611,   0.9953,  -0.0037
        17.2580,   4.6261,   0.1563,   1.0008,  -0.0043
        17.2615,   4.6218,   0.1651,   1.0082,  -0.0065
        17.2650,   4.6186,   0.1659,   1.0009,  -0.0070
        17.2685,   4.6236,   0.1623,   0.9886,   0.0015
        17.2720,   4.6253,   0.1664,   0.9966,  -0.0082
        17.2755,   4.6235,   0.1713,   1.0031,  -0.0041
        17.2790,   4.6262,   0.1730,   1.0027,  -0.0050
        17.2825,   4.6101,   0.1876,   1.0046,  -0.0012
        17.2860,   4.6184,   0.1721,   1.0015,  -0.0048
        17.2895,   4.6265,   0.1535,   0.9986,  -0.0029
        17.2930,   4.6115,   0.1519,   0.9996,  -0.0025
        17.2965,   4.6190,   0.1938,   1.0010,  -0.0033
        17.3000,   4.6024,   0.1668,   0.9960,  -0.0003
        17.3035,   4.6446,   0.1317,   1.0039,  -0.0052
        17.3070,   4.6193,   0.1717,   1.0019,  -0.0051
        17.3105,   4.6253,   0.1653,   1.0023,  -0.0011
        17.3140,   4.6435,   0.1540,   0.9987,  -0.0028
        17.3175,   4.6118,   0.1644,   1.0004,   0.0001
        17.3210,   4.6109,   0.1742,   0.9999,   0.0043
        17.3245,   4.6063,   0.1417,   0.9981,   0.0035
        17.3280,   4.6283,   0.1554,   0.9981,   0.0011
        17.3315,   4.6120,   0.1418,   0.9966,  -0.0036
        17.3350,   4.6472,   0.1506,   1.0026,  -0.0018
        17.3385,   4.6217,   0.1571,   0.9971,  -0.0003
        17.3420,   4.6325,   0.1791,   0.9991,   0.0055
        17.3455,   4.6360,   0.1572,   1.0002,  -0.0013
        17.3490,   4.6320,   0.1523,   0.9977,  -0.0005
        17.3525,   4.6308,   0.1526,   0.9988,   0.0002
        17.3560,   4.6253,   0.1551,   0.9969,   0.0022
        17.3595,   4.6287,   0.1468,   0.9980,  -0.0002
        17.3630,   4.6300,   0.1572,   1.0007,  -0.0000
        17.3665,   4.6360,   0.1563,   0.9989,  -0.0010
        17.3700,   4.6363,   0.1672,   0.9999,  -0.0020
        17.3735,   4.6248,   0.1594,   0.9982,  -0.0004
        17.3770,   4.6259,   0.1467,   0.9960,   0.0014
        17.3805,   4.6251,   0.1548,   0.9964,  -0.0030
        17.3840,   4.6306,   0.1682,   0.9984,   0.0022
        17.3875,   4.6243,   0.1602,   0.9973,   0.0007
        17.3910,   4.6221,   0.1586,   1.0005,   0.0023
        17.3945,   4.6120,   0.1401,   0.9942,  -0.0037
        17.3980,   4.6313,   0.1496,   0.9981,  -0.0005
        17.4015,   4.6215,   0.1466,   0.9990,  -0.0011
        17.4050,   4.6255,   0.1744,   0.9955,   0.0008
        17.4085,   4.6251,   0.1657,   0.9978,   0.0034
        17.4120,   4.6154,   0.1644,   0.9962,   0.0012
        17.4155,   4.6367,   0.1444,   1.0020,  -0.0034
        17.4190,   4.6126,   0.1508,   0.9965,  -0.0065
        17.4225,   4.6318,   0.1649,   1.0006,   0.0010
        17.4260,   4.6126,   0.1383,   0.9979,  -0.0041
        17.4295,   4.6342,   0.1536,   1.0026,   0.0014
        17.4330,   4.6138,   0.1542,   0.9960,  -0.0007
        17.4365,   4.6194,   0.1426,   0.9997,  -0.0037
        17.4400,   4.6257,   0.1569,   0.9987,   0.0029
        17.4435,   4.6263,   0.1444,   0.9963,  -0.0020
        17.4470,   4.6250,   0.1517,   1.0014,   0.0004
        17.4505,   4.6302,   0.1456,   1.0009,   0.0012
        17.4540,   4.6291,   0.1510,   0.9997,   0.0005
        17.4575,   4.6322,   0.1560,   1.0000,   0.0016
        17.4610,   4.6309,   0.1534,   0.9984,  -0.0001
        17.4645,   4.6271,   0.1564,   0.9989,   0.0019
        17.4680,   4.6256,   0.1454,   0.9980,  -0.0028
        17.4715,   4.6371,   0.1553,   1.0008,   0.0008
        17.4750,   4.6158,   0.1584,   0.9947,   0.0026
        17.4785,   4.6321,   0.1824,   1.0014,   0.0052
        17.4820,   4.6272,   0.1658,   0.9989,   0.0029
        17.4855,   4.6186,   0.1505,   0.9956,  -0.0002
        17.4890,   4.6429,   0.1550,   1.0020,  -0.0033
        17.4925,   4.6343,   0.1411,   0.9980,  -0.0042
        17.4960,   4.6357,   0.1464,   1.0008,  -0.0023
        17.4995,   4.6337,   0.1586,   0.9989,   0.0013
        17.5030,   4.6206,   0.1692,   0.9981,   0.0012
        17.5065,   4.6220,   0.1372,   0.9980,  -0.0043
        17.5100,   4.6256,   0.1405,   0.9979,  -0.0043
        17.5135,   4.6258,   0.1467,   0.9988,  -0.0019
        17.5170,   4.6207,   0.1660,   0.9973,   0.0036
        17.5205,   4.6210,   0.1363,   0.9970,  -0.0038
        17.5240,   4.6414,   0.1469,   1.0015,  -0.0019
        17.5275,   4.6332,   0.1608,   1.0002,   0.0018
        17.5310,   4.6156,   0.1502,   0.9973,  -0.0005
        17.5345,   4.6359,   0.1435,   1.0005,  -0.0014
        17.5380,   4.6222,   0.1507,   0.9992,   0.0006
        17.5415,   4.6233,   0.1555,   0.9977,   0.0014
        17.5450,   4.6309,   0.1432,   1.0007,   0.0002
        17.5485,   4.6328,   0.1335,   0.9995,  -0.0015
        17.5520,   4.6280,   0.1503,   0.9993,   0.0014
        17.5555,   4.6345,   0.1449,   0.9983,   0.0025
        17.5590,   4.6251,   0.1430,   0.9972,   0.0004
        17.5625,   4.6233,   0.1425,   0.9982,   0.0017
        17.5660,   4.6048,   0.1418,   0.9942,   0.0016
        17.5695,   4.6328,   0.1560,   0.9970,   0.0044
        17.5730,   4.6459,   0.1405,   1.0007,  -0.0014
        17.5765,   4.6401,   0.1701,   1.0015,   0.0068
        17.5800,   4.6432,   0.1522,   1.0015,   0.0023
        17.5835,   4.6482,   0.1658,   1.0031,   0.0043
        17.5870,   4.6358,   0.1594,   1.0000,   0.0044
        17.5905,   4.6465,   0.1346,   1.0030,  -0.0050
        17.5940,   4.6275,   0.1535,   0.9984,   0.0030
        17.5975,   4.6320,   0.1621,   0.9978,   0.0042
        17.6010,   4.6257,   0.1574,   0.9960,   0.0039
        17.6045,   4.6267,   0.1421,   0.9952,  -0.0004
        17.6080,   4.6231,   0.1613,   0.9967,   0.0030
        17.6115,   4.6298,   0.1637,   0.9982,   0.0038
        17.6150,   4.6284,   0.1620,   0.9979,   0.0005
        17.6185,   4.6239,   0.1582,   0.9949,   0.0011
        17.6220,   4.6239,   0.1660,   0.9959,   0.0037
        17.6255,   4.6306,   0.1608,   0.9981,   0.0003
        17.6290,   4.6282,   0.1609,   0.9974,  -0.0018
        17.6325,   4.6248,   0.1631,   0.9990,   0.0004
        17.6360,   4.6208,   0.1600,   0.9969,  -0.0006
        17.6395,   4.6234,   0.1633,   0.9972,   0.0001
        17.6430,   4.6326,   0.1451,   0.9994,  -0.0049
        17.6465,   4.6292,   0.1684,   1.0003,   0.0006
        17.6500,   4.6290,   0.1621,   0.9988,  -0.0004
        17.6535,   4.6250,   0.1719,   1.0002,   0.0010
        17.6570,   4.6169,   0.1636,   0.9988,  -0.0006
        17.6605,   4.6458,   0.1614,   1.0046,  -0.0012
        17.6640,   4.6230,   0.1516,   0.9988,  -0.0035
        17.6675,   4.5937,   0.1421,   0.9933,  -0.0021
        17.6710,   4.6227,   0.1545,   0.9987,  -0.0037
        17.6745,   4.6162,   0.1723,   0.9968,   0.0009
        17.6780,   4.6342,   0.1485,   1.0003,  -0.0035
        17.6815,   4.6304,   0.1734,   1.0010,   0.0022
        17.6850,   4.6265,   0.1577,   0.9977,  -0.0007
        17.6885,   4.6257,   0.1599,   0.9980,   0.0001
        17.6920,   4.6429,   0.1368,   0.9995,  -0.0065
        17.6955,   4.6249,   0.1422,   1.0007,  -0.0026
        17.6990,   4.6326,   0.1686,   0.9977,   0.0003
        17.7025,   4.6281,   0.1551,   0.9988,  -0.0001
        17.7060,   4.6244,   0.1530,   0.9986,   0.0005
        17.7095,   4.6225,   0.1590,   0.9997,  -0.0015
        17.7130,   4.6260,   0.1534,   1.0012,   0.0022
        17.7165,   4.6263,   0.1611,   0.9993,   0.0019
        17.7200,   4.6284,   0.1585,   0.9973,   0.0027
        17.7235,   4.6237,   0.1531,   0.9984,  -0.0027
        17.7270,   4.6178,   0.1544,   0.9960,   0.0008
        17.7305,   4.6244,   0.1525,   0.9963,   0.0031
        17.7340,   4.6409,   0.1414,   0.9995,   0.0003
        17.7375,   4.6303,   0.1468,   0.9998,  -0.0034
        17.7410,   4.6330,   0.1612,   1.0004,   0.0031
        17.7445,   4.6216,   0.1766,   0.9978,   0.0036
        17.7480,   4.6305,   0.1497,   0.9981,  -0.0003
        17.7515,   4.6269,   0.1582,   0.9980,  -0.0012
        17.7550,   4.6227,   0.1465,   0.9958,   0.0015
        17.7585,   4.6328,   0.1292,   1.0028,  -0.0036
        17.7620,   4.6201,   0.1597,   0.9952,   0.0016
        17.7655,   4.6149,   0.1438,   0.9963,  -0.0018
        17.7690,   4.6057,   0.1638,   0.9917,  -0.0027
        17.7725,   4.6116,   0.1451,   0.9964,   0.0006
        17.7760,   4.6193,   0.1442,   0.9962,  -0.0035
        17.7795,   4.6034,   0.1678,   0.9919,  -0.0002
        17.7830,   4.6159,   0.1711,   0.9971,   0.0019
        17.7865,   4.6164,   0.1603,   0.9974,  -0.0003
        17.7900,   4.6331,   0.1688,   0.9985,   0.0039
        17.7935,   4.6167,   0.1584,   0.9989,  -0.0009
        17.7970,   4.6233,   0.1627,   0.9971,  -0.0014
        17.8005,   4.6213,   0.1521,   0.9958,  -0.0018
        17.8040,   4.6253,   0.1653,   0.9975,  -0.0020
        17.8075,   4.6215,   0.1684,   1.0011,  -0.0007
        17.8110,   4.6199,   0.1763,   1.0002,  -0.0000
        17.8145,   4.6094,   0.1612,   1.0008,  -0.0026
        17.8180,   4.6144,   0.1607,   1.0002,  -0.0011
        17.8215,   4.6187,   0.1660,   0.9987,   0.0017
        17.8250,   4.6214,   0.1637,   0.9975,  -0.0024
        17.8285,   4.6079,   0.1776,   0.9990,  -0.0006
        17.8320,   4.6426,   0.1513,   0.9994,  -0.0078
        17.8355,   4.6228,   0.1710,   1.0003,  -0.0001
        17.8390,   4.6110,   0.1682,   0.9986,   0.0009
        17.8425,   4.6309,   0.1850,   0.9968,   0.0012
        17.8460,   4.6538,   0.1422,   1.0063,  -0.0007
        17.8495,   4.6303,   0.1434,   1.0013,  -0.0009
        17.8530,   4.6172,   0.1413,   0.9973,  -0.0042
        17.8565,   4.6384,   0.1518,   1.0033,  -0.0013
        17.8600,   4.6285,   0.1404,   0.9993,  -0.0034
        17.8635,   4.6160,   0.1626,   0.9966,  -0.0004
        17.8670,   4.6191,   0.1675,   0.9989,   0.0044
        17.8705,   4.6351,   0.1476,   0.9953,  -0.0021
        17.8740,   4.6230,   0.1636,   0.9976,  -0.0006
        17.8775,   4.6145,   0.1560,   1.0004,   0.0033
        17.8810,   4.6232,   0.1569,   0.9993,   0.0003
        17.8845,   4.6314,   0.1578,   0.9998,  -0.0008
        17.8880,   4.6215,   0.1513,   0.9967,   0.0022
        17.8915,   4.6219,   0.1632,   1.0007,   0.0020
        17.8950,   4.6304,   0.1465,   0.9979,   0.0027
        17.8985,   4.6358,   0.1567,   0.9982,   0.0005
        17.9020,   4.6157,   0.1432,   0.9971,   0.0054
        17.9055,   4.6158,   0.1621,   1.0003,   0.0017
        17.9090,   4.6332,   0.1646,   0.9982,   0.0024
        17.9125,   4.6247,   0.1649,   0.9973,   0.0025
        17.9160,   4.6240,   0.1577,   0.9977,  -0.0003
        17.9195,   4.6179,   0.1538,   0.9942,   0.0014
        17.9230,   4.6213,   0.1568,   0.9959,  -0.0001
        17.9265,   4.6201,   0.1539,   1.0002,   0.0003
        17.9300,   4.6456,   0.1537,   1.0014,  -0.0019
        17.9335,   4.6306,   0.1451,   0.9963,  -0.0040
        17.9370,   4.5960,   0.1554,   0.9970,  -0.0070
        17.9405,   4.6125,   0.1491,   0.9998,  -0.0018
        17.9440,   4.6133,   0.1719,   0.9970,   0.0007
        17.9475,   4.6292,   0.1538,   0.9977,  -0.0036
        17.9510,   4.6186,   0.1402,   0.9997,  -0.0003
        17.9545,   4.6148,   0.1515,   1.0026,   0.0006
        17.9580,   4.6243,   0.1585,   0.9988,   0.0018
        17.9615,   4.6263,   0.1712,   1.0011,   0.0025
        17.9650,   4.6078,   0.1649,   1.0012,  -0.0015
        17.9685,   4.6025,   0.1607,   1.0040,  -0.0038
        17.9720,   4.6202,   0.1533,   1.0007,   0.0021
        17.9755,   4.6281,   0.1701,   1.0021,  -0.0031
        17.9790,   4.6190,   0.1510,   0.9997,   0.0004
        17.9825,   4.6208,   0.1451,   1.0007,  -0.0009
        17.9860,   4.6364,   0.1667,   1.0026,  -0.0027
        17.9895,   4.6176,   0.1574,   0.9998,   0.0021
        17.9930,   4.6387,   0.1472,   0.9988,  -0.0033
        17.9965,   4.6017,   0.1617,   1.0012,   0.0006
        18.0000,   4.6289,   0.1761,   1.0016,  -0.0001

